medico_key,ci,nombre,matricula,sexo,especialidad,zona,ciudad,grupo_origen
285,1000285,Verónica Hernández Chávez,MAT-00285,M,Dermatología,Plan 3000,Tarija,G3
286,1000286,Marco Pérez Martínez,MAT-00286,F,Psiquiatría,Equipetrol,Potosí,G3
287,1000287,Lucía Sánchez Torres,MAT-00287,M,Medicina General,Urbarí,Trinidad,G3
288,1000288,Álvaro Ramírez Reyes,MAT-00288,M,Cardiología,Los Lotes,Cobija,G3
289,1000289,Elena Torres Rojas,MAT-00289,M,Dermatología,Pampa de la Isla,El Alto,G3
290,1000290,Óscar Flores Delgado,MAT-00290,F,Oftalmología,Villa 1ro de Mayo,Santa Cruz,G3
291,1000291,Rosa Rivera Espinoza,MAT-00291,F,Cardiología,Radial 10,La Paz,G3
292,1000292,Adrián Gómez González,MAT-00292,F,Medicina General,Radial 13,Cochabamba,G3
293,1000293,Teresa Díaz Rivera,MAT-00293,M,Pediatría,Radial 17,Sucre,G3
294,1000294,César Cruz Ortiz,MAT-00294,M,Neurología,Radial 26,Oruro,G3
295,1000295,Marta Morales Medina,MAT-00295,M,Dermatología,Hamacas,Tarija,G3
296,1000296,Iván Reyes Núñez,MAT-00296,M,Dermatología,La Guardia,Potosí,G3
297,1000297,Beatriz Gutiérrez Molina,MAT-00297,F,Ginecología,Cotoca,Trinidad,G3
298,1000298,Tomás Ortiz Pérez,MAT-00298,M,Pediatría,Warnes,Cobija,G3
299,1000299,Silvia Ramos Díaz,MAT-00299,M,Cardiología,Montero,El Alto,G3
300,1000300,Juan Vargas Vargas,MAT-00300,M,Gastroenterología,Zona Norte,Santa Cruz,G3
301,1000301,María Castillo Vega,MAT-00301,F,Gastroenterología,Zona Sur,La Paz,G3
302,1000302,Carlos Mendoza Salazar,MAT-00302,F,Dermatología,Zona Central,Cochabamba,G3
303,1000303,Ana Rojas Rodríguez,MAT-00303,M,Dermatología,Zona Este,Sucre,G3
304,1000304,Pedro Herrera Ramírez,MAT-00304,M,Pediatría,Zona Oeste,Oruro,G3
305,1000305,Laura Medina Morales,MAT-00305,F,Pediatría,Plan 3000,Tarija,G3
306,1000306,Miguel Aguilar Mendoza,MAT-00306,F,Dermatología,Equipetrol,Potosí,G3
307,1000307,Sofía Vega Campos,MAT-00307,M,Traumatología,Urbarí,Trinidad,G3
308,1000308,Diego Castro Contreras,MAT-00308,F,Pediatría,Los Lotes,Cobija,G3
309,1000309,Valentina Campos López,MAT-00309,M,Cardiología,Pampa de la Isla,El Alto,G3
310,1000310,Jorge Delgado Flores,MAT-00310,M,Neumología,Villa 1ro de Mayo,Santa Cruz,G3
311,1000311,Camila Ríos Gutiérrez,MAT-00311,M,Gastroenterología,Radial 10,La Paz,G3
312,1000312,Luis Núñez Herrera,MAT-00312,M,Otorrinolaringología,Radial 13,Cochabamba,G3
313,1000313,Fernanda Ponce Ríos,MAT-00313,F,Psiquiatría,Radial 17,Sucre,G3
314,1000314,Andrés Salazar Miranda,MAT-00314,M,Pediatría,Radial 26,Oruro,G3
315,1000315,Gabriela Chávez Hernández,MAT-00315,M,Oftalmología,Hamacas,Tarija,G3
316,1000316,José Contreras Gómez,MAT-00316,M,Neurología,La Guardia,Potosí,G3
317,1000317,Isabella Espinoza Ramos,MAT-00317,M,Neurología,Cotoca,Trinidad,G3
318,1000318,Ricardo Miranda Aguilar,MAT-00318,M,Medicina General,Warnes,Cobija,G3
319,1000319,Daniela Molina Ponce,MAT-00319,F,Oftalmología,Montero,El Alto,G3
320,1000320,Fernando García García,MAT-00320,M,Urología,Zona Norte,Santa Cruz,G3
321,1000321,Natalia Rodríguez Sánchez,MAT-00321,M,Urología,Zona Sur,La Paz,G3
322,1000322,Roberto Martínez Cruz,MAT-00322,F,Cardiología,Zona Central,Cochabamba,G3
323,1000323,Alejandra López Castillo,MAT-00323,F,Cardiología,Zona Este,Sucre,G3
324,1000324,Pablo González Castro,MAT-00324,M,Psiquiatría,Zona Oeste,Oruro,G3
325,1000325,Carolina Hernández Chávez,MAT-00325,M,Ginecología,Plan 3000,Tarija,G3
326,1000326,Eduardo Pérez Martínez,MAT-00326,F,Medicina General,Equipetrol,Potosí,G3
327,1000327,Paola Sánchez Torres,MAT-00327,M,Medicina General,Urbarí,Trinidad,G3
328,1000328,Sergio Ramírez Reyes,MAT-00328,F,Medicina General,Los Lotes,Cobija,G3
329,1000329,Claudia Torres Rojas,MAT-00329,F,Medicina General,Pampa de la Isla,El Alto,G3
330,1000330,Héctor Flores Delgado,MAT-00330,M,Neurología,Villa 1ro de Mayo,Santa Cruz,G3
331,1000331,Mónica Rivera Espinoza,MAT-00331,M,Dermatología,Radial 10,La Paz,G3
332,1000332,Raúl Gómez González,MAT-00332,M,Medicina General,Radial 13,Cochabamba,G3
333,1000333,Patricia Díaz Rivera,MAT-00333,F,Cardiología,Radial 17,Sucre,G3
334,1000334,Gustavo Cruz Ortiz,MAT-00334,M,Oftalmología,Radial 26,Oruro,G3
335,1000335,Verónica Morales Medina,MAT-00335,M,Medicina General,Hamacas,Tarija,G3
336,1000336,Marco Reyes Núñez,MAT-00336,M,Urología,La Guardia,Potosí,G3
337,1000337,Lucía Gutiérrez Molina,MAT-00337,M,Neurología,Cotoca,Trinidad,G3
338,1000338,Álvaro Ortiz Pérez,MAT-00338,F,Otorrinolaringología,Warnes,Cobija,G3
339,1000339,Elena Ramos Díaz,MAT-00339,F,Neurología,Montero,El Alto,G3
340,1000340,Óscar Vargas Vargas,MAT-00340,F,Traumatología,Zona Norte,Santa Cruz,G3
341,1000341,Rosa Castillo Vega,MAT-00341,M,Neurología,Zona Sur,La Paz,G3
342,1000342,Adrián Mendoza Salazar,MAT-00342,F,Ginecología,Zona Central,Cochabamba,G3
343,1000343,Teresa Rojas Rodríguez,MAT-00343,F,Gastroenterología,Zona Este,Sucre,G3
344,1000344,César Herrera Ramírez,MAT-00344,M,Dermatología,Zona Oeste,Oruro,G3
345,1000345,Marta Medina Morales,MAT-00345,F,Pediatría,Plan 3000,Tarija,G3
346,1000346,Iván Aguilar Mendoza,MAT-00346,F,Dermatología,Equipetrol,Potosí,G3
347,1000347,Beatriz Vega Campos,MAT-00347,F,Pediatría,Urbarí,Trinidad,G3
348,1000348,Tomás Castro Contreras,MAT-00348,M,Oftalmología,Los Lotes,Cobija,G3
349,1000349,Silvia Campos López,MAT-00349,F,Oftalmología,Pampa de la Isla,El Alto,G3
350,1000350,Juan Delgado Flores,MAT-00350,M,Dermatología,Villa 1ro de Mayo,Santa Cruz,G3
351,1000351,María Ríos Gutiérrez,MAT-00351,M,Neurología,Radial 10,La Paz,G3
352,1000352,Carlos Núñez Herrera,MAT-00352,M,Medicina General,Radial 13,Cochabamba,G3
353,1000353,Ana Ponce Ríos,MAT-00353,M,Dermatología,Radial 17,Sucre,G3
354,1000354,Pedro Salazar Miranda,MAT-00354,F,Traumatología,Radial 26,Oruro,G3
355,1000355,Laura Chávez Hernández,MAT-00355,F,Medicina General,Hamacas,Tarija,G3
356,1000356,Miguel Contreras Gómez,MAT-00356,F,Pediatría,La Guardia,Potosí,G3
357,1000357,Sofía Espinoza Ramos,MAT-00357,M,Cardiología,Cotoca,Trinidad,G3
358,1000358,Diego Miranda Aguilar,MAT-00358,M,Psiquiatría,Warnes,Cobija,G3
359,1000359,Valentina Molina Ponce,MAT-00359,M,Dermatología,Montero,El Alto,G3
360,1000360,Jorge García García,MAT-00360,F,Dermatología,Zona Norte,Santa Cruz,G3
361,1000361,Camila Rodríguez Sánchez,MAT-00361,F,Medicina General,Zona Sur,La Paz,G3
362,1000362,Luis Martínez Cruz,MAT-00362,F,Medicina General,Zona Central,Cochabamba,G3
363,1000363,Fernanda López Castillo,MAT-00363,M,Urología,Zona Este,Sucre,G3
364,1000364,Andrés González Castro,MAT-00364,M,Medicina General,Zona Oeste,Oruro,G3
365,1000365,Gabriela Hernández Chávez,MAT-00365,F,Neumología,Plan 3000,Tarija,G3
366,1000366,José Pérez Martínez,MAT-00366,M,Pediatría,Equipetrol,Potosí,G3
367,1000367,Isabella Sánchez Torres,MAT-00367,M,Medicina General,Urbarí,Trinidad,G3
368,1000368,Ricardo Ramírez Reyes,MAT-00368,M,Cardiología,Los Lotes,Cobija,G3
369,1000369,Daniela Torres Rojas,MAT-00369,F,Medicina General,Pampa de la Isla,El Alto,G3
370,1000370,Fernando Flores Delgado,MAT-00370,F,Pediatría,Villa 1ro de Mayo,Santa Cruz,G3
371,1000371,Natalia Rivera Espinoza,MAT-00371,F,Oftalmología,Radial 10,La Paz,G3
372,1000372,Roberto Gómez González,MAT-00372,F,Cardiología,Radial 13,Cochabamba,G3
373,1000373,Alejandra Díaz Rivera,MAT-00373,M,Medicina General,Radial 17,Sucre,G3
374,1000374,Pablo Cruz Ortiz,MAT-00374,M,Traumatología,Radial 26,Oruro,G3
375,1000375,Carolina Morales Medina,MAT-00375,M,Urología,Hamacas,Tarija,G3
376,1000376,Eduardo Reyes Núñez,MAT-00376,M,Neurología,La Guardia,Potosí,G3
377,1000377,Paola Gutiérrez Molina,MAT-00377,M,Medicina General,Cotoca,Trinidad,G3
378,1000378,Sergio Ortiz Pérez,MAT-00378,M,Medicina General,Warnes,Cobija,G3
379,1000379,Claudia Ramos Díaz,MAT-00379,M,Pediatría,Montero,El Alto,G3
380,1000380,Héctor Vargas Vargas,MAT-00380,M,Pediatría,Zona Norte,Santa Cruz,G3
381,1000381,Mónica Castillo Vega,MAT-00381,F,Traumatología,Zona Sur,La Paz,G3
382,1000382,Raúl Mendoza Salazar,MAT-00382,M,Medicina General,Zona Central,Cochabamba,G3
383,1000383,Patricia Rojas Rodríguez,MAT-00383,M,Medicina General,Zona Este,Sucre,G3
384,1000384,Gustavo Herrera Ramírez,MAT-00384,M,Neurología,Zona Oeste,Oruro,G3
385,1000385,Verónica Medina Morales,MAT-00385,F,Medicina General,Plan 3000,Tarija,G3
386,1000386,Marco Aguilar Mendoza,MAT-00386,F,Traumatología,Equipetrol,Potosí,G3
387,1000387,Lucía Vega Campos,MAT-00387,M,Medicina General,Urbarí,Trinidad,G3
388,1000388,Álvaro Castro Contreras,MAT-00388,M,Neurología,Los Lotes,Cobija,G3
389,1000389,Elena Campos López,MAT-00389,F,Psiquiatría,Pampa de la Isla,El Alto,G3
390,1000390,Óscar Delgado Flores,MAT-00390,F,Pediatría,Villa 1ro de Mayo,Santa Cruz,G3
391,1000391,Rosa Ríos Gutiérrez,MAT-00391,M,Medicina General,Radial 10,La Paz,G3
392,1000392,Adrián Núñez Herrera,MAT-00392,F,Oftalmología,Radial 13,Cochabamba,G3
393,1000393,Teresa Ponce Ríos,MAT-00393,F,Traumatología,Radial 17,Sucre,G3
394,1000394,César Salazar Miranda,MAT-00394,F,Traumatología,Radial 26,Oruro,G3
395,1000395,Marta Chávez Hernández,MAT-00395,M,Oftalmología,Hamacas,Tarija,G3
396,1000396,Iván Contreras Gómez,MAT-00396,M,Oftalmología,La Guardia,Potosí,G3
397,1000397,Beatriz Espinoza Ramos,MAT-00397,M,Neurología,Cotoca,Trinidad,G3
398,1000398,Tomás Miranda Aguilar,MAT-00398,M,Pediatría,Warnes,Cobija,G3
399,1000399,Silvia Molina Ponce,MAT-00399,F,Psiquiatría,Montero,El Alto,G3
400,1000400,Juan García García,MAT-00400,M,Traumatología,Zona Norte,Santa Cruz,G3
401,1000401,María Rodríguez Sánchez,MAT-00401,F,Pediatría,Zona Sur,La Paz,G3
402,1000402,Carlos Martínez Cruz,MAT-00402,F,Medicina General,Zona Central,Cochabamba,G3
403,1000403,Ana López Castillo,MAT-00403,M,Otorrinolaringología,Zona Este,Sucre,G3
404,1000404,Pedro González Castro,MAT-00404,F,Pediatría,Zona Oeste,Oruro,G3
405,1000405,Laura Hernández Chávez,MAT-00405,M,Cardiología,Plan 3000,Tarija,G3
406,1000406,Miguel Pérez Martínez,MAT-00406,M,Neurología,Equipetrol,Potosí,G3
407,1000407,Sofía Sánchez Torres,MAT-00407,F,Pediatría,Urbarí,Trinidad,G3
408,1000408,Diego Ramírez Reyes,MAT-00408,F,Dermatología,Los Lotes,Cobija,G3
409,1000409,Valentina Torres Rojas,MAT-00409,M,Dermatología,Pampa de la Isla,El Alto,G3
410,1000410,Jorge Flores Delgado,MAT-00410,M,Dermatología,Villa 1ro de Mayo,Santa Cruz,G3
411,1000411,Camila Rivera Espinoza,MAT-00411,M,Medicina General,Radial 10,La Paz,G3
412,1000412,Luis Gómez González,MAT-00412,F,Ginecología,Radial 13,Cochabamba,G3
413,1000413,Fernanda Díaz Rivera,MAT-00413,F,Dermatología,Radial 17,Sucre,G3
414,1000414,Andrés Cruz Ortiz,MAT-00414,F,Dermatología,Radial 26,Oruro,G3
415,1000415,Gabriela Morales Medina,MAT-00415,M,Cardiología,Hamacas,Tarija,G3
416,1000416,José Reyes Núñez,MAT-00416,M,Medicina General,La Guardia,Potosí,G3
417,1000417,Isabella Gutiérrez Molina,MAT-00417,M,Medicina General,Cotoca,Trinidad,G3
418,1000418,Ricardo Ortiz Pérez,MAT-00418,M,Ginecología,Warnes,Cobija,G3
419,1000419,Daniela Ramos Díaz,MAT-00419,M,Endocrinología,Montero,El Alto,G3
420,1000420,Fernando Vargas Vargas,MAT-00420,M,Dermatología,Zona Norte,Santa Cruz,G3
421,1000421,Natalia Castillo Vega,MAT-00421,F,Traumatología,Zona Sur,La Paz,G3
422,1000422,Roberto Mendoza Salazar,MAT-00422,M,Traumatología,Zona Central,Cochabamba,G3
423,1000423,Alejandra Rojas Rodríguez,MAT-00423,F,Gastroenterología,Zona Este,Sucre,G3
424,1000424,Pablo Herrera Ramírez,MAT-00424,M,Cardiología,Zona Oeste,Oruro,G3
425,1000425,Carolina Medina Morales,MAT-00425,F,Cardiología,Plan 3000,Tarija,G3
426,1000426,Eduardo Aguilar Mendoza,MAT-00426,F,Gastroenterología,Equipetrol,Potosí,G3
427,1000427,Paola Vega Campos,MAT-00427,M,Neurología,Urbarí,Trinidad,G3
428,1000428,Sergio Castro Contreras,MAT-00428,M,Dermatología,Los Lotes,Cobija,G3
429,1000429,Claudia Campos López,MAT-00429,M,Cardiología,Pampa de la Isla,El Alto,G3
430,1000430,Héctor Delgado Flores,MAT-00430,F,Cardiología,Villa 1ro de Mayo,Santa Cruz,G3
431,1000431,Mónica Ríos Gutiérrez,MAT-00431,M,Traumatología,Radial 10,La Paz,G3
432,1000432,Raúl Núñez Herrera,MAT-00432,F,Cardiología,Radial 13,Cochabamba,G3
433,1000433,Patricia Ponce Ríos,MAT-00433,M,Ginecología,Radial 17,Sucre,G3
434,1000434,Gustavo Salazar Miranda,MAT-00434,M,Medicina General,Radial 26,Oruro,G3
435,1000435,Verónica Chávez Hernández,MAT-00435,M,Psiquiatría,Hamacas,Tarija,G3
436,1000436,Marco Contreras Gómez,MAT-00436,M,Pediatría,La Guardia,Potosí,G3
437,1000437,Lucía Espinoza Ramos,MAT-00437,F,Neurología,Cotoca,Trinidad,G3
438,1000438,Álvaro Miranda Aguilar,MAT-00438,M,Traumatología,Warnes,Cobija,G3
439,1000439,Elena Molina Ponce,MAT-00439,M,Medicina General,Montero,El Alto,G3
440,1000440,Óscar García García,MAT-00440,M,Oftalmología,Zona Norte,Santa Cruz,G3
441,1000441,Rosa Rodríguez Sánchez,MAT-00441,F,Pediatría,Zona Sur,La Paz,G3
442,1000442,Adrián Martínez Cruz,MAT-00442,F,Pediatría,Zona Central,Cochabamba,G3
443,1000443,Teresa López Castillo,MAT-00443,F,Pediatría,Zona Este,Sucre,G3
444,1000444,César González Castro,MAT-00444,M,Pediatría,Zona Oeste,Oruro,G3
445,1000445,Marta Hernández Chávez,MAT-00445,M,Cardiología,Plan 3000,Tarija,G3
446,1000446,Iván Pérez Martínez,MAT-00446,F,Medicina General,Equipetrol,Potosí,G3
447,1000447,Beatriz Sánchez Torres,MAT-00447,M,Ginecología,Urbarí,Trinidad,G3
448,1000448,Tomás Ramírez Reyes,MAT-00448,M,Neurología,Los Lotes,Cobija,G3
449,1000449,Silvia Torres Rojas,MAT-00449,F,Medicina General,Pampa de la Isla,El Alto,G3
450,1000450,Juan Flores Delgado,MAT-00450,F,Cardiología,Villa 1ro de Mayo,Santa Cruz,G3
451,1000451,María Rivera Espinoza,MAT-00451,F,Pediatría,Radial 10,La Paz,G3
452,1000452,Carlos Gómez González,MAT-00452,M,Medicina General,Radial 13,Cochabamba,G3
453,1000453,Ana Díaz Rivera,MAT-00453,M,Traumatología,Radial 17,Sucre,G3
454,1000454,Pedro Cruz Ortiz,MAT-00454,F,Pediatría,Radial 26,Oruro,G3
455,1000455,Laura Morales Medina,MAT-00455,M,Traumatología,Hamacas,Tarija,G3
456,1000456,Miguel Reyes Núñez,MAT-00456,M,Urología,La Guardia,Potosí,G3
457,1000457,Sofía Gutiérrez Molina,MAT-00457,M,Ginecología,Cotoca,Trinidad,G3
458,1000458,Diego Ortiz Pérez,MAT-00458,M,Traumatología,Warnes,Cobija,G3
459,1000459,Valentina Ramos Díaz,MAT-00459,F,Pediatría,Montero,El Alto,G3
460,1000460,Jorge Vargas Vargas,MAT-00460,F,Neurología,Zona Norte,Santa Cruz,G3
461,1000461,Camila Castillo Vega,MAT-00461,F,Ginecología,Zona Sur,La Paz,G3
462,1000462,Luis Mendoza Salazar,MAT-00462,M,Otorrinolaringología,Zona Central,Cochabamba,G3
463,1000463,Fernanda Rojas Rodríguez,MAT-00463,M,Ginecología,Zona Este,Sucre,G3
464,1000464,Andrés Herrera Ramírez,MAT-00464,M,Dermatología,Zona Oeste,Oruro,G3
465,1000465,Gabriela Medina Morales,MAT-00465,M,Pediatría,Plan 3000,Tarija,G3
466,1000466,José Aguilar Mendoza,MAT-00466,M,Medicina General,Equipetrol,Potosí,G3
467,1000467,Isabella Vega Campos,MAT-00467,M,Neurología,Urbarí,Trinidad,G3
468,1000468,Ricardo Castro Contreras,MAT-00468,M,Cardiología,Los Lotes,Cobija,G3
469,1000469,Daniela Campos López,MAT-00469,M,Pediatría,Pampa de la Isla,El Alto,G3
470,1000470,Fernando Delgado Flores,MAT-00470,M,Pediatría,Villa 1ro de Mayo,Santa Cruz,G3
471,1000471,Natalia Ríos Gutiérrez,MAT-00471,F,Medicina General,Radial 10,La Paz,G3
472,1000472,Roberto Núñez Herrera,MAT-00472,F,Dermatología,Radial 13,Cochabamba,G3
473,1000473,Alejandra Ponce Ríos,MAT-00473,F,Psiquiatría,Radial 17,Sucre,G3
474,1000474,Pablo Salazar Miranda,MAT-00474,M,Neumología,Radial 26,Oruro,G3
475,1000475,Carolina Chávez Hernández,MAT-00475,M,Pediatría,Hamacas,Tarija,G3
476,1000476,Eduardo Contreras Gómez,MAT-00476,F,Medicina General,La Guardia,Potosí,G3
477,1000477,Paola Espinoza Ramos,MAT-00477,M,Pediatría,Cotoca,Trinidad,G3
478,1000478,Sergio Miranda Aguilar,MAT-00478,M,Dermatología,Warnes,Cobija,G3
479,1000479,Claudia Molina Ponce,MAT-00479,M,Dermatología,Montero,El Alto,G3
480,1000480,Héctor García García,MAT-00480,M,Oftalmología,Zona Norte,Santa Cruz,G3
481,1000481,Mónica Rodríguez Sánchez,MAT-00481,M,Psiquiatría,Zona Sur,La Paz,G3
482,1000482,Raúl Martínez Cruz,MAT-00482,F,Cardiología,Zona Central,Cochabamba,G3
483,1000483,Patricia López Castillo,MAT-00483,F,Medicina General,Zona Este,Sucre,G3
484,1000484,Gustavo González Castro,MAT-00484,F,Neumología,Zona Oeste,Oruro,G3
485,1000485,Verónica Hernández Chávez,MAT-00485,M,Traumatología,Plan 3000,Tarija,G3
486,1000486,Marco Pérez Martínez,MAT-00486,F,Dermatología,Equipetrol,Potosí,G3
487,1000487,Lucía Sánchez Torres,MAT-00487,M,Pediatría,Urbarí,Trinidad,G3
488,1000488,Álvaro Ramírez Reyes,MAT-00488,F,Traumatología,Los Lotes,Cobija,G3
489,1000489,Elena Torres Rojas,MAT-00489,F,Neurología,Pampa de la Isla,El Alto,G3
490,1000490,Óscar Flores Delgado,MAT-00490,M,Cardiología,Villa 1ro de Mayo,Santa Cruz,G3
491,1000491,Rosa Rivera Espinoza,MAT-00491,M,Oftalmología,Radial 10,La Paz,G3
492,1000492,Adrián Gómez González,MAT-00492,M,Medicina General,Radial 13,Cochabamba,G3
493,1000493,Teresa Díaz Rivera,MAT-00493,M,Oftalmología,Radial 17,Sucre,G3
494,1000494,César Cruz Ortiz,MAT-00494,F,Traumatología,Radial 26,Oruro,G3
495,1000495,Marta Morales Medina,MAT-00495,M,Medicina General,Hamacas,Tarija,G3
496,1000496,Iván Reyes Núñez,MAT-00496,M,Psiquiatría,La Guardia,Potosí,G3
497,1000497,Beatriz Gutiérrez Molina,MAT-00497,F,Medicina General,Cotoca,Trinidad,G3
498,1000498,Tomás Ortiz Pérez,MAT-00498,M,Medicina General,Warnes,Cobija,G3
499,1000499,Silvia Ramos Díaz,MAT-00499,F,Medicina General,Montero,El Alto,G3
500,1000500,Juan Vargas Vargas,MAT-00500,F,Traumatología,Zona Norte,Santa Cruz,G3
501,G1-PER-1,Lucía Vargas,,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
502,G1-PER-10,Carlos Mamani,,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
503,G1-PER-100,Carmen Vargas,,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
504,G1-PER-1000,Carlos Martínez,,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
505,G1-PER-10003,Carlos Sánchez,G1-MAT-10003,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
506,G1-PER-1001,Ana Mamani,G1-MAT-1001,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
507,G1-PER-10010,Carmen Rodríguez,G1-MAT-10010,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
508,G1-PER-1002,José Mamani,,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
509,G1-PER-10025,Juan Rodríguez,G1-MAT-10025,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
510,G1-PER-10027,Lucía López,G1-MAT-10027,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
511,G1-PER-10028,María Rodríguez,G1-MAT-10028,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
512,G1-PER-1003,José Martínez,G1-MAT-1003,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
513,G1-PER-10030,Ana Vargas,G1-MAT-10030,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
514,G1-PER-10034,Juan Martínez,G1-MAT-10034,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
515,G1-PER-10035,María Sánchez,G1-MAT-10035,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
516,G1-PER-10037,Valeria Torrez,G1-MAT-10037,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
517,G1-PER-10039,Carlos Flores,G1-MAT-10039,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
518,G1-PER-1004,Carlos Rodríguez,,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
519,G1-PER-10042,José Torrez,G1-MAT-10042,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
520,G1-PER-10047,Juan López,G1-MAT-10047,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
521,G1-PER-1005,Valeria Vargas,,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
522,G1-PER-10059,Carlos Martínez,G1-MAT-10059,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
523,G1-PER-1006,Pedro Mamani,,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
524,G1-PER-10066,Lucía Rodríguez,G1-MAT-10066,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
525,G1-PER-1007,José López,,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
526,G1-PER-10071,Ana Mamani,G1-MAT-10071,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
527,G1-PER-10075,Luis Torrez,G1-MAT-10075,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
528,G1-PER-10077,Valeria Mamani,G1-MAT-10077,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
529,G1-PER-1008,Juan Mamani,,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
530,G1-PER-10080,Carlos López,G1-MAT-10080,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
531,G1-PER-10084,Ana Vargas,G1-MAT-10084,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
532,G1-PER-10086,Carlos Flores,G1-MAT-10086,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
533,G1-PER-10089,Lucía Flores,G1-MAT-10089,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
534,G1-PER-1009,Pedro González,G1-MAT-1009,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
535,G1-PER-10094,Juan Torrez,G1-MAT-10094,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
536,G1-PER-10095,Luis López,G1-MAT-10095,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
537,G1-PER-10098,Ana Rojas,G1-MAT-10098,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
538,G1-PER-101,Carmen González,,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
539,G1-PER-1010,Carlos Flores,,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
540,G1-PER-10100,Lucía Sánchez,G1-MAT-10100,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
541,G1-PER-10101,Lucía Flores,G1-MAT-10101,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
542,G1-PER-10109,Lucía Torrez,G1-MAT-10109,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
543,G1-PER-1011,Carmen Vargas,G1-MAT-1011,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
544,G1-PER-10111,Valeria Torrez,G1-MAT-10111,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
