paciente_key,sucursal_key,ci,nombre,fecha_nacimiento,sexo,direccion,telefono,zona,ciudad,grupo_origen
1764,1,2001764,Adrián González Gómez,2005-06-25,F,Av. Principal #2264,68589911,Zona Este,Sucre,G3
1765,1,2001765,Marta Morales Medina,2001-12-18,M,Calle Comercio #2265,69351551,Zona Sur,La Paz,G3
1766,1,2001766,Tomás Aguilar Miranda,2001-06-17,M,Av. Libertad #2266,64249384,Zona Central,Cochabamba,G3
1767,1,2001767,María Espinoza Rivera,2000-08-25,M,Calle Bolívar #2267,63979614,Pampa de la Isla,El Alto,G3
1768,1,2001768,Pedro Ramírez Herrera,1989-01-09,F,Av. San Martín #2268,66039461,Plan 3000,Tarija,G3
1769,1,2001769,Sofía Ramos Espinoza,1994-04-09,F,Calle Sucre #2269,63698216,Plan 3000,Tarija,G3
1770,1,2001770,Jorge Delgado Flores,1987-01-25,F,Av. Independencia #2270,66696406,La Guardia,Potosí,G3
1771,1,2001771,Fernanda Rodríguez Rojas,1956-01-04,M,Calle Junín #2271,67139747,Plan 3000,Tarija,G3
1772,1,2001772,José Gómez Contreras,2013-07-14,F,Av. Brasil #2272,69778514,Villa 1ro de Mayo,Santa Cruz,G3
1773,1,2001773,Daniela Rojas Torres,1951-09-05,F,Calle Colón #2273,62032265,Zona Este,Sucre,G3
1774,1,2001774,Roberto Salazar Mendoza,1962-02-25,F,Av. Busch #2274,63284159,Equipetrol,Potosí,G3
1775,1,2001775,Carolina Hernández Chávez,2015-02-26,F,Calle Jordán #2275,65383175,Zona Norte,Santa Cruz,G3
1776,1,2001776,Sergio Reyes Ramírez,1989-08-11,F,Av. Principal #2276,63115557,Zona Central,Cochabamba,G3
1777,1,2001777,Mónica Vega Castillo,2009-01-24,M,Calle Comercio #2277,62878902,Equipetrol,Potosí,G3
1778,1,2001778,Gustavo Miranda Salazar,1969-10-24,F,Av. Libertad #2278,69735435,Montero,El Alto,G3
1779,1,2001779,Lucía Torres Sánchez,2009-03-27,M,Calle Bolívar #2279,66513802,Plan 3000,Tarija,G3
1780,1,2001780,Óscar Vargas Vargas,1984-02-19,F,Av. San Martín #2280,62885794,Warnes,Cobija,G3
1781,1,2001781,Teresa Ríos Ponce,2006-10-02,F,Calle Sucre #2281,61611884,Zona Sur,La Paz,G3
1782,1,2001782,Iván Martínez Pérez,1986-02-04,F,Av. Independencia #2282,65460807,Radial 26,Oruro,G3
1783,1,2001783,Silvia Díaz Ramos,1976-04-21,F,Calle Junín #2283,64002555,Warnes,Cobija,G3
1784,1,2001784,Carlos Herrera Núñez,2005-12-10,M,Av. Brasil #2284,67514985,Zona Central,Cochabamba,G3
1785,1,2001785,Laura Chávez Hernández,1995-03-30,F,Calle Colón #2285,64996661,Hamacas,Tarija,G3
1786,1,2001786,Diego Pérez Ortiz,1955-11-03,M,Av. Busch #2286,63405031,Zona Este,Sucre,G3
1851,1,2001851,Ana Rodríguez Rojas,1999-02-22,M,Calle Bolívar #2351,68749226,Pampa de la Isla,El Alto,G3
1852,1,2001852,Miguel Gómez Contreras,1977-02-21,M,Av. San Martín #2352,67162590,Zona Este,Sucre,G3
1853,1,2001853,Valentina Rojas Torres,2000-08-01,F,Calle Sucre #2353,63413286,Plan 3000,Tarija,G3
1854,1,2001854,Luis Salazar Mendoza,1963-03-17,M,Av. Independencia #2354,66072745,Zona Oeste,Oruro,G3
1855,1,2001855,Gabriela Hernández Chávez,2016-01-27,M,Calle Junín #2355,64718026,Equipetrol,Potosí,G3
1856,1,2001856,Ricardo Reyes Ramírez,1997-12-25,M,Av. Brasil #2356,62536993,Equipetrol,Potosí,G3
1857,1,2001857,Natalia Vega Castillo,1987-08-29,M,Calle Colón #2357,67226411,Urbarí,Trinidad,G3
1858,1,2001858,Pablo Miranda Salazar,1954-04-17,F,Av. Busch #2358,62547911,Zona Sur,La Paz,G3
1923,1,2001923,Daniela Ponce Molina,1997-03-06,F,Calle Bolívar #2423,66829450,Los Lotes,Cobija,G3
1987,1,2001987,Camila Gutiérrez Ríos,1965-03-15,F,Calle Junín #2487,65255829,Urbarí,Trinidad,G3
1988,1,2001988,Andrés Castro González,1983-12-22,M,Av. Brasil #2488,69726227,Plan 3000,Tarija,G3
1989,1,2001989,Isabella Molina Gutiérrez,1963-07-13,F,Calle Colón #2489,64674386,Equipetrol,Potosí,G3
1990,1,2001990,Fernando Flores Delgado,1997-06-26,M,Av. Busch #2490,68970928,Radial 13,Cochabamba,G3
1991,1,2001991,Alejandra Castillo López,1982-04-14,F,Calle Jordán #2491,62423157,Zona Sur,La Paz,G3
1992,1,2001992,Eduardo Núñez Reyes,1990-03-09,M,Av. Principal #2492,69752017,Zona Este,Sucre,G3
1993,1,2001993,Claudia López Campos,2017-03-28,M,Calle Comercio #2493,68811876,Zona Oeste,Oruro,G3
1994,1,2001994,Raúl Cruz Martínez,2006-01-24,F,Av. Libertad #2494,64656589,Plan 3000,Tarija,G3
1995,1,2001995,Verónica Medina Morales,1972-10-10,F,Calle Bolívar #2495,65160049,Radial 26,Oruro,G3
1996,1,2001996,Álvaro Contreras Castro,1996-03-10,F,Av. San Martín #2496,68370715,Warnes,Cobija,G3
1997,1,2001997,Rosa Sánchez Rodríguez,1978-12-10,F,Calle Sucre #2497,68053919,Zona Central,Cochabamba,G3
1998,1,2001998,César Ortiz Cruz,1955-11-25,M,Av. Independencia #2498,67963974,Zona Norte,Santa Cruz,G3
1999,1,2001999,Beatriz Campos Vega,1993-06-14,M,Calle Junín #2499,63246694,Zona Norte,Santa Cruz,G3
2000,1,2002000,Juan García García,1960-10-27,M,Av. Brasil #2500,61994376,La Guardia,Potosí,G3
2001,1,2002001,Ana Rivera Díaz,1966-11-11,M,Calle Colón #2501,67377635,Equipetrol,Potosí,G3
2002,1,2002002,Miguel Mendoza Aguilar,1954-10-06,M,Av. Busch #2502,65383187,Radial 17,Sucre,G3
2003,1,2002003,Valentina Ponce Molina,2004-03-17,F,Calle Jordán #2503,65185337,Zona Norte,Santa Cruz,G3
2004,1,2002004,Luis González Gómez,2000-01-19,F,Av. Principal #2504,62183330,La Guardia,Potosí,G3
2005,1,2002005,Gabriela Morales Medina,1997-06-12,F,Calle Comercio #2505,64593007,Zona Sur,La Paz,G3
2006,1,2002006,Ricardo Aguilar Miranda,2008-08-03,M,Av. Libertad #2506,65302716,Zona Central,Cochabamba,G3
2134,1,2002134,Carlos Salazar Mendoza,1980-05-16,F,Av. Busch #2634,63755534,Radial 13,Cochabamba,G3
2135,1,2002135,Laura Hernández Chávez,1953-07-28,M,Calle Jordán #2635,65986902,Zona Sur,La Paz,G3
2136,1,2002136,Diego Reyes Ramírez,2001-07-27,F,Av. Principal #2636,64484177,Equipetrol,Potosí,G3
2137,1,2002137,Camila Vega Castillo,2001-03-19,F,Calle Comercio #2637,63549636,Zona Sur,La Paz,G3
2138,1,2002138,Andrés Miranda Salazar,2002-05-25,M,Av. Libertad #2638,69998474,Zona Norte,Santa Cruz,G3
2139,1,2002139,Isabella Torres Sánchez,1961-02-07,M,Calle Bolívar #2639,67792737,Zona Este,Sucre,G3
2140,1,2002140,Fernando Vargas Vargas,1976-09-28,M,Av. San Martín #2640,61616307,Plan 3000,Tarija,G3
2141,1,2002141,Alejandra Ríos Ponce,2017-02-09,M,Calle Sucre #2641,61976571,Plan 3000,Tarija,G3
2142,1,2002142,Eduardo Martínez Pérez,1978-07-10,F,Av. Independencia #2642,61266731,Plan 3000,Tarija,G3
2143,1,2002143,Claudia Díaz Ramos,1983-02-01,M,Calle Junín #2643,67749609,Cotoca,Trinidad,G3
2144,1,2002144,Raúl Herrera Núñez,1997-07-31,M,Av. Brasil #2644,64112347,Villa 1ro de Mayo,Santa Cruz,G3
2145,1,2002145,Verónica Chávez Hernández,1951-01-09,M,Calle Colón #2645,69338343,Zona Oeste,Oruro,G3
2146,1,2002146,Álvaro Pérez Ortiz,1989-02-11,F,Av. Busch #2646,64251356,Warnes,Cobija,G3
2147,1,2002147,Rosa Gutiérrez Ríos,1990-05-05,F,Calle Jordán #2647,61306853,Zona Norte,Santa Cruz,G3
2148,1,2002148,César Castro González,1972-12-10,F,Av. Principal #2648,63502930,Plan 3000,Tarija,G3
2212,1,2002212,Marco Gómez Contreras,2003-05-03,M,Av. San Martín #2712,69670766,Zona Este,Sucre,G3
2213,1,2002213,Elena Rojas Torres,1983-01-12,M,Calle Sucre #2713,64180350,Zona Oeste,Oruro,G3
2214,1,2002214,Adrián Salazar Mendoza,1973-08-29,F,Av. Independencia #2714,67839088,Urbarí,Trinidad,G3
2215,1,2002215,Marta Hernández Chávez,1974-09-30,M,Calle Junín #2715,64261524,Urbarí,Trinidad,G3
2216,1,2002216,Tomás Reyes Ramírez,1968-10-31,F,Av. Brasil #2716,61090369,Zona Sur,La Paz,G3
2217,1,2002217,María Vega Castillo,2013-05-08,M,Calle Colón #2717,63125828,Zona Norte,Santa Cruz,G3
2218,1,2002218,Pedro Miranda Salazar,1983-08-30,F,Av. Busch #2718,68410754,Plan 3000,Tarija,G3
2219,1,2002219,Sofía Torres Sánchez,1957-07-30,M,Calle Jordán #2719,63633420,Pampa de la Isla,El Alto,G3
2220,1,2002220,Jorge Vargas Vargas,2014-08-24,M,Av. Principal #2720,64899994,Zona Sur,La Paz,G3
2221,1,2002221,Fernanda Ríos Ponce,1992-08-26,F,Calle Comercio #2721,66302229,Plan 3000,Tarija,G3
2222,1,2002222,José Martínez Pérez,1950-02-03,M,Av. Libertad #2722,69853716,Zona Central,Cochabamba,G3
2223,1,2002223,Daniela Díaz Ramos,1960-06-16,M,Calle Bolívar #2723,66004060,Plan 3000,Tarija,G3
2224,1,2002224,Roberto Herrera Núñez,2014-07-24,F,Av. San Martín #2724,66044637,Equipetrol,Potosí,G3
2225,1,2002225,Carolina Chávez Hernández,2011-12-16,F,Calle Sucre #2725,69458289,Cotoca,Trinidad,G3
2226,1,2002226,Sergio Pérez Ortiz,2006-06-02,M,Av. Independencia #2726,61987040,Radial 13,Cochabamba,G3
2227,1,2002227,Mónica Gutiérrez Ríos,1954-07-12,M,Calle Junín #2727,66196891,Equipetrol,Potosí,G3
2228,1,2002228,Gustavo Castro González,2002-01-11,M,Av. Brasil #2728,61844180,Zona Sur,La Paz,G3
2293,1,2002293,Claudia Rojas Torres,1992-04-23,M,Calle Comercio #2793,67683763,Zona Sur,La Paz,G3
2294,1,2002294,Raúl Salazar Mendoza,1982-12-19,M,Av. Libertad #2794,69078608,Zona Sur,La Paz,G3
2358,1,2002358,Pablo Ortiz Cruz,2005-09-18,F,Av. Independencia #2858,61112658,Urbarí,Trinidad,G3
2359,1,2002359,Paola Campos Vega,2016-10-18,F,Calle Junín #2859,68200830,Plan 3000,Tarija,G3
88,1,2000088,Andrés Ramírez Herrera,1979-02-07,F,Av. San Martín #588,63438170,Villa 1ro de Mayo,Santa Cruz,G3
89,1,2000089,Isabella Ramos Espinoza,2008-03-24,M,Calle Sucre #589,65704029,Zona Sur,La Paz,G3
2360,1,2002360,Héctor García García,1978-12-10,M,Av. Brasil #2860,68347839,Montero,El Alto,G3
2361,1,2002361,Patricia Rivera Díaz,1989-01-29,M,Calle Colón #2861,65852103,Plan 3000,Tarija,G3
2362,1,2002362,Marco Mendoza Aguilar,2011-08-15,M,Av. Busch #2862,65511680,Radial 13,Cochabamba,G3
2363,1,2002363,Elena Ponce Molina,2005-03-18,M,Calle Jordán #2863,62833680,Zona Este,Sucre,G3
2364,1,2002364,Adrián González Gómez,2016-08-19,M,Av. Principal #2864,67744503,Zona Sur,La Paz,G3
90,1,2000090,Fernando Delgado Flores,1969-09-12,F,Av. Independencia #590,61059323,Zona Central,Cochabamba,G3
91,1,2000091,Alejandra Rodríguez Rojas,1976-06-04,F,Calle Junín #591,67636832,Plan 3000,Tarija,G3
92,1,2000092,Eduardo Gómez Contreras,1975-04-25,M,Av. Brasil #592,62647893,Zona Este,Sucre,G3
93,1,2000093,Claudia Rojas Torres,2014-01-28,M,Calle Colón #593,64336735,Pampa de la Isla,El Alto,G3
94,1,2000094,Raúl Salazar Mendoza,1971-09-01,F,Av. Busch #594,68051759,Equipetrol,Potosí,G3
2365,1,2002365,Marta Morales Medina,1958-07-18,F,Calle Comercio #2865,68518816,Zona Sur,La Paz,G3
95,1,2000095,Verónica Hernández Chávez,1963-10-30,M,Calle Jordán #595,65427128,Radial 13,Cochabamba,G3
96,1,2000096,Álvaro Reyes Ramírez,2011-09-14,F,Av. Principal #596,69743227,Montero,El Alto,G3
97,1,2000097,Rosa Vega Castillo,1965-02-28,M,Calle Comercio #597,67800089,Los Lotes,Cobija,G3
98,1,2000098,César Miranda Salazar,1986-09-12,F,Av. Libertad #598,67779484,Zona Este,Sucre,G3
99,1,2000099,Beatriz Torres Sánchez,1997-09-13,F,Calle Bolívar #599,62538313,Zona Este,Sucre,G3
100,1,2000100,Juan Vargas Vargas,1987-07-05,F,Av. San Martín #600,65224493,Radial 10,La Paz,G3
101,1,2000101,Ana Ríos Ponce,1995-02-18,F,Calle Sucre #601,63622331,Villa 1ro de Mayo,Santa Cruz,G3
102,1,2000102,Miguel Martínez Pérez,2002-12-08,M,Av. Independencia #602,62726125,Zona Este,Sucre,G3
103,1,2000103,Valentina Díaz Ramos,1967-02-03,M,Calle Junín #603,68953030,Zona Norte,Santa Cruz,G3
104,1,2000104,Luis Herrera Núñez,1982-07-02,F,Av. Brasil #604,64347516,Radial 13,Cochabamba,G3
105,1,2000105,Gabriela Chávez Hernández,1950-04-15,F,Calle Colón #605,67303120,Plan 3000,Tarija,G3
106,1,2000106,Ricardo Pérez Ortiz,1967-09-17,F,Av. Busch #606,61863371,Cotoca,Trinidad,G3
107,1,2000107,Natalia Gutiérrez Ríos,2016-11-05,M,Calle Jordán #607,69259387,Zona Norte,Santa Cruz,G3
108,1,2000108,Pablo Castro González,1988-12-22,F,Av. Principal #608,61611660,Plan 3000,Tarija,G3
109,1,2000109,Paola Molina Gutiérrez,2009-03-22,F,Calle Comercio #609,66115660,Plan 3000,Tarija,G3
2366,1,2002366,Tomás Aguilar Miranda,2004-10-17,M,Av. Libertad #2866,66125166,Plan 3000,Tarija,G3
2367,1,2002367,María Espinoza Rivera,1997-06-22,F,Calle Bolívar #2867,68060372,Zona Norte,Santa Cruz,G3
2368,1,2002368,Pedro Ramírez Herrera,1969-10-11,M,Av. San Martín #2868,69265639,Cotoca,Trinidad,G3
2369,1,2002369,Sofía Ramos Espinoza,1961-08-03,F,Calle Sucre #2869,66375050,Zona Central,Cochabamba,G3
2370,1,2002370,Jorge Delgado Flores,1991-03-01,F,Av. Independencia #2870,61754407,Zona Oeste,Oruro,G3
2371,1,2002371,Fernanda Rodríguez Rojas,1952-02-04,M,Calle Junín #2871,63442434,Radial 10,La Paz,G3
2372,1,2002372,José Gómez Contreras,1994-06-08,M,Av. Brasil #2872,67670651,Montero,El Alto,G3
2373,1,2002373,Daniela Rojas Torres,1953-10-28,M,Calle Colón #2873,63140413,Zona Sur,La Paz,G3
1,1,2000001,Ana Rivera Díaz,1980-06-15,M,Calle Comercio #501,64359891,Pampa de la Isla,El Alto,G3
2,1,2000002,Miguel Mendoza Aguilar,1956-03-06,M,Av. Libertad #502,62594631,Zona Norte,Santa Cruz,G3
3,1,2000003,Valentina Ponce Molina,2007-12-30,F,Calle Bolívar #503,63260674,Villa 1ro de Mayo,Santa Cruz,G3
4,1,2000004,Luis González Gómez,2010-08-23,F,Av. San Martín #504,65451263,Zona Oeste,Oruro,G3
5,1,2000005,Gabriela Morales Medina,1954-05-25,F,Calle Sucre #505,68841256,Plan 3000,Tarija,G3
6,1,2000006,Ricardo Aguilar Miranda,2009-03-18,F,Av. Independencia #506,64703640,Hamacas,Tarija,G3
7,1,2000007,Natalia Espinoza Rivera,1971-12-28,F,Calle Junín #507,65726504,Zona Norte,Santa Cruz,G3
8,1,2000008,Pablo Ramírez Herrera,1964-10-13,M,Av. Brasil #508,61512374,Zona Central,Cochabamba,G3
9,1,2000009,Paola Ramos Espinoza,1967-11-12,M,Calle Colón #509,63686030,Plan 3000,Tarija,G3
10,1,2000010,Héctor Delgado Flores,2003-10-23,M,Av. Busch #510,69877968,Pampa de la Isla,El Alto,G3
11,1,2000011,Patricia Rodríguez Rojas,1951-10-12,M,Calle Jordán #511,69906538,Urbarí,Trinidad,G3
12,1,2000012,Marco Gómez Contreras,2017-10-25,F,Av. Principal #512,64050398,Montero,El Alto,G3
13,1,2000013,Elena Rojas Torres,1991-10-16,F,Calle Comercio #513,66607227,La Guardia,Potosí,G3
14,1,2000014,Adrián Salazar Mendoza,2001-01-31,F,Av. Libertad #514,63226839,Zona Central,Cochabamba,G3
15,1,2000015,Marta Hernández Chávez,2005-12-03,F,Calle Bolívar #515,62227277,Equipetrol,Potosí,G3
16,1,2000016,Tomás Reyes Ramírez,1998-04-25,M,Av. San Martín #516,61088114,Zona Este,Sucre,G3
17,1,2000017,María Vega Castillo,2008-11-23,M,Calle Sucre #517,69502860,Villa 1ro de Mayo,Santa Cruz,G3
18,1,2000018,Pedro Miranda Salazar,2017-06-13,F,Av. Independencia #518,67139213,Zona Este,Sucre,G3
19,1,2000019,Sofía Torres Sánchez,1984-09-19,F,Calle Junín #519,65415974,Equipetrol,Potosí,G3
20,1,2000020,Jorge Vargas Vargas,1951-07-20,M,Av. Brasil #520,62833554,Montero,El Alto,G3
21,1,2000021,Fernanda Ríos Ponce,1963-11-17,M,Calle Colón #521,62345572,Zona Central,Cochabamba,G3
22,1,2000022,José Martínez Pérez,2005-10-19,F,Av. Busch #522,65386290,Zona Central,Cochabamba,G3
23,1,2000023,Daniela Díaz Ramos,2005-04-28,M,Calle Jordán #523,68701003,Zona Norte,Santa Cruz,G3
24,1,2000024,Roberto Herrera Núñez,1995-06-01,F,Av. Principal #524,66441069,Plan 3000,Tarija,G3
25,1,2000025,Carolina Chávez Hernández,1956-10-24,M,Calle Comercio #525,68905101,Zona Norte,Santa Cruz,G3
26,1,2000026,Sergio Pérez Ortiz,1990-09-27,M,Av. Libertad #526,66090382,Radial 10,La Paz,G3
27,1,2000027,Mónica Gutiérrez Ríos,1972-08-17,M,Calle Bolívar #527,68239404,Radial 17,Sucre,G3
28,1,2000028,Gustavo Castro González,1965-06-10,F,Av. San Martín #528,61876320,Zona Sur,La Paz,G3
29,1,2000029,Lucía Molina Gutiérrez,1953-02-20,F,Calle Sucre #529,64032027,Zona Sur,La Paz,G3
30,1,2000030,Óscar Flores Delgado,2014-08-25,M,Av. Independencia #530,65054593,Radial 17,Sucre,G3
31,1,2000031,Teresa Castillo López,1990-04-24,M,Calle Junín #531,68911630,Radial 10,La Paz,G3
32,1,2000032,Iván Núñez Reyes,1963-02-12,M,Av. Brasil #532,61402463,Plan 3000,Tarija,G3
33,1,2000033,Silvia López Campos,2002-04-09,F,Calle Colón #533,65904343,Montero,El Alto,G3
34,1,2000034,Carlos Cruz Martínez,2002-10-26,M,Av. Busch #534,68353925,Zona Central,Cochabamba,G3
35,1,2000035,Laura Medina Morales,1956-03-22,M,Calle Jordán #535,63495982,Zona Norte,Santa Cruz,G3
36,1,2000036,Diego Contreras Castro,1963-09-23,F,Av. Principal #536,66537010,Zona Norte,Santa Cruz,G3
37,1,2000037,Camila Sánchez Rodríguez,1996-03-29,F,Calle Comercio #537,65897028,Urbarí,Trinidad,G3
38,1,2000038,Andrés Ortiz Cruz,2006-10-15,F,Av. Libertad #538,65678847,Zona Sur,La Paz,G3
39,1,2000039,Isabella Campos Vega,2012-04-30,M,Calle Bolívar #539,61299066,Zona Este,Sucre,G3
40,1,2000040,Fernando García García,1998-05-20,M,Av. San Martín #540,65315783,Urbarí,Trinidad,G3
41,1,2000041,Alejandra Rivera Díaz,1961-09-22,F,Calle Sucre #541,69105861,Zona Sur,La Paz,G3
42,1,2000042,Eduardo Mendoza Aguilar,1979-12-31,M,Av. Independencia #542,67178517,Zona Oeste,Oruro,G3
43,1,2000043,Claudia Ponce Molina,1955-08-22,M,Calle Junín #543,61485320,Urbarí,Trinidad,G3
44,1,2000044,Raúl González Gómez,1969-10-25,F,Av. Brasil #544,68834864,Urbarí,Trinidad,G3
45,1,2000045,Verónica Morales Medina,2009-09-24,M,Calle Colón #545,61728262,Zona Norte,Santa Cruz,G3
46,1,2000046,Álvaro Aguilar Miranda,2008-04-09,F,Av. Busch #546,61338849,Zona Norte,Santa Cruz,G3
47,1,2000047,Rosa Espinoza Rivera,1984-10-12,F,Calle Jordán #547,67081654,Equipetrol,Potosí,G3
48,1,2000048,César Ramírez Herrera,2009-04-16,M,Av. Principal #548,62116839,Zona Central,Cochabamba,G3
49,1,2000049,Beatriz Ramos Espinoza,1965-06-03,F,Calle Comercio #549,65891647,Zona Norte,Santa Cruz,G3
50,1,2000050,Juan Delgado Flores,1999-06-26,M,Av. Libertad #550,67836079,Pampa de la Isla,El Alto,G3
51,1,2000051,Ana Rodríguez Rojas,1979-04-09,F,Calle Bolívar #551,66365608,Equipetrol,Potosí,G3
52,1,2000052,Miguel Gómez Contreras,2011-01-12,F,Av. San Martín #552,69248051,Plan 3000,Tarija,G3
53,1,2000053,Valentina Rojas Torres,1960-09-13,F,Calle Sucre #553,68193923,Zona Norte,Santa Cruz,G3
54,1,2000054,Luis Salazar Mendoza,1988-02-19,F,Av. Independencia #554,69087880,Cotoca,Trinidad,G3
55,1,2000055,Gabriela Hernández Chávez,2015-06-28,M,Calle Junín #555,61749170,Pampa de la Isla,El Alto,G3
56,1,2000056,Ricardo Reyes Ramírez,1979-10-07,M,Av. Brasil #556,69546780,Zona Norte,Santa Cruz,G3
57,1,2000057,Natalia Vega Castillo,2015-02-06,F,Calle Colón #557,67729440,Zona Sur,La Paz,G3
58,1,2000058,Pablo Miranda Salazar,1950-06-11,F,Av. Busch #558,66557159,Zona Norte,Santa Cruz,G3
59,1,2000059,Paola Torres Sánchez,1958-11-09,M,Calle Jordán #559,63881118,Equipetrol,Potosí,G3
60,1,2000060,Héctor Vargas Vargas,1982-09-24,M,Av. Principal #560,66079500,Pampa de la Isla,El Alto,G3
61,1,2000061,Patricia Ríos Ponce,2005-04-30,F,Calle Comercio #561,63253344,Plan 3000,Tarija,G3
62,1,2000062,Marco Martínez Pérez,1963-10-08,M,Av. Libertad #562,65897433,Zona Sur,La Paz,G3
110,1,2000110,Héctor Flores Delgado,1959-08-23,F,Av. Libertad #610,67812313,Villa 1ro de Mayo,Santa Cruz,G3
111,1,2000111,Patricia Castillo López,1997-01-17,F,Calle Bolívar #611,61596246,Plan 3000,Tarija,G3
112,1,2000112,Marco Núñez Reyes,1993-06-19,M,Av. San Martín #612,67727876,Cotoca,Trinidad,G3
113,1,2000113,Elena López Campos,2017-01-03,M,Calle Sucre #613,62552796,Radial 26,Oruro,G3
114,1,2000114,Adrián Cruz Martínez,1982-07-07,M,Av. Independencia #614,63846715,Montero,El Alto,G3
115,1,2000115,Marta Medina Morales,1980-03-05,M,Calle Junín #615,66794434,Plan 3000,Tarija,G3
116,1,2000116,Tomás Contreras Castro,1960-08-30,M,Av. Brasil #616,61301991,Equipetrol,Potosí,G3
117,1,2000117,María Sánchez Rodríguez,1994-09-18,M,Calle Colón #617,65926121,Zona Norte,Santa Cruz,G3
118,1,2000118,Pedro Ortiz Cruz,2002-11-06,M,Av. Busch #618,69557099,Zona Norte,Santa Cruz,G3
119,1,2000119,Sofía Campos Vega,2009-10-16,F,Calle Jordán #619,68311096,Zona Sur,La Paz,G3
120,1,2000120,Jorge García García,1996-11-27,F,Av. Principal #620,63840636,Zona Sur,La Paz,G3
121,1,2000121,Fernanda Rivera Díaz,1998-05-31,F,Calle Comercio #621,65891049,Radial 10,La Paz,G3
122,1,2000122,José Mendoza Aguilar,1973-06-08,F,Av. Libertad #622,66957604,Zona Central,Cochabamba,G3
123,1,2000123,Daniela Ponce Molina,1979-10-23,M,Calle Bolívar #623,62999803,Zona Oeste,Oruro,G3
124,1,2000124,Roberto González Gómez,1973-10-16,M,Av. San Martín #624,66500962,Equipetrol,Potosí,G3
125,1,2000125,Carolina Morales Medina,1976-06-18,F,Calle Sucre #625,67771807,Cotoca,Trinidad,G3
126,1,2000126,Sergio Aguilar Miranda,1967-05-09,F,Av. Independencia #626,67884946,Zona Sur,La Paz,G3
127,1,2000127,Mónica Espinoza Rivera,2012-10-11,F,Calle Junín #627,62038568,Zona Central,Cochabamba,G3
128,1,2000128,Gustavo Ramírez Herrera,2018-06-08,F,Av. Brasil #628,67684910,Pampa de la Isla,El Alto,G3
129,1,2000129,Lucía Ramos Espinoza,1998-04-14,F,Calle Colón #629,69266275,Urbarí,Trinidad,G3
130,1,2000130,Óscar Delgado Flores,2013-12-08,F,Av. Busch #630,68544173,Plan 3000,Tarija,G3
131,1,2000131,Teresa Rodríguez Rojas,1992-01-25,F,Calle Jordán #631,67486887,Zona Oeste,Oruro,G3
132,1,2000132,Iván Gómez Contreras,1961-10-24,F,Av. Principal #632,63542597,Zona Este,Sucre,G3
133,1,2000133,Silvia Rojas Torres,1970-06-14,M,Calle Comercio #633,66382364,Zona Norte,Santa Cruz,G3
134,1,2000134,Carlos Salazar Mendoza,1990-06-14,M,Av. Libertad #634,67325037,Pampa de la Isla,El Alto,G3
135,1,2000135,Laura Hernández Chávez,1994-07-05,F,Calle Bolívar #635,62189507,Equipetrol,Potosí,G3
136,1,2000136,Diego Reyes Ramírez,1987-07-03,F,Av. San Martín #636,65700597,Plan 3000,Tarija,G3
137,1,2000137,Camila Vega Castillo,1986-01-04,M,Calle Sucre #637,62470912,Equipetrol,Potosí,G3
138,1,2000138,Andrés Miranda Salazar,1995-12-07,M,Av. Independencia #638,68815949,Radial 13,Cochabamba,G3
139,1,2000139,Isabella Torres Sánchez,1990-04-08,F,Calle Junín #639,68250799,Radial 26,Oruro,G3
140,1,2000140,Fernando Vargas Vargas,1962-10-07,F,Av. Brasil #640,67023985,Zona Oeste,Oruro,G3
141,1,2000141,Alejandra Ríos Ponce,1984-11-18,F,Calle Colón #641,61098774,Plan 3000,Tarija,G3
142,1,2000142,Eduardo Martínez Pérez,1951-07-23,F,Av. Busch #642,61471488,Montero,El Alto,G3
143,1,2000143,Claudia Díaz Ramos,1988-05-27,M,Calle Jordán #643,63110927,Plan 3000,Tarija,G3
